20291553546	vanavond	2010-08-04 09:18:00	vanavond weer #parkhilaria ! Met als hoogtepunt optreden van Django Wagner!! Zin in!	93216978	0
20291556120	vanavond	2010-08-04 09:18:00	Lekker wakker aan het worden vanavond werken #lichtjesavond it's gonna be a longgggg night	122671186	0
20291572847	vanavond	2010-08-04 09:19:00	Kamer maar eens goed opruimen, tis toch slecht weer, vanmiddag me nieuwe nichtje bewonderen en vanavond ajax kijken!!! Good Luck!	171529432	0
20291576381	vanavond	2010-08-04 09:19:00	Vera Drake, een bekroonde #film van Mike Leigh, vanavond om 21.20 op @canvas_tv. trailer & korte inhoud: http://ow.ly/2kLcU	40703188	1
20291589690	vanavond	2010-08-04 09:19:00	@paulkoppers wordt het na vanavond al een verloren seizoen?!	28588559	1
20291607869	vanavond	2010-08-04 09:19:00	Deze maar eens zien vanavond: Adoration http://www.film1.nl/films/29066-Adoration.html	136742219	0
20291623077	vanavond	2010-08-04 09:20:00	Als het zo blijft regenen wordt het vanavond wel een film avond	81678550	1
20291624825	vanavond	2010-08-04 09:20:00	Vanavond met me mama naar papa roach! :D	54583968	0
20291631913	vanavond	2010-08-04 09:20:00	Lekker weertje, gelukkig moet ik de hele dag werken .. Vanavond me koffer inpakken en morgenochtend vertrekken naar Londen!	92804448	0
20291635349	vanavond	2010-08-04 09:20:00	Vanavond lichtjesavond in Bergen. Zal het weer nog opknappen?	123823737	1
20291654597	vanavond	2010-08-04 09:20:00	Ontslag genomen bij oude werk. Alleen vanavond nog en dan een kort maandje HELEMAAL niks :D	71098628	0
20291664148	vanavond	2010-08-04 09:21:00	Vanavond ons 3e Familie Meezingspektakel in Walibi!Ook @mike_colin treden vanavond op om 22.15 uur!Wij gaan zo al die kant op om te filmen!	74697515	0
20291670941	vanavond	2010-08-04 09:21:00	Vanavond bij Melkweg, A'dam:  Gecoördineerd muziek en cupcakes– The Black Seeds (raggae uit New Zealand) en mijn Black Sesame Seed cupcakes!	148325808	1
20291675329	vanavond	2010-08-04 09:21:00	Wat een perfect voetbalweertje! Maar vanavond gaat het vast stromen ofzo #jammer	94764994	1
20291684229	vanavond	2010-08-04 09:21:00	@Pietstra Leuk!!,dus vanavond al wat drinken met 'em?:p	136748260	1
20291689258	vanavond	2010-08-04 09:21:00	@Nicolle144 ja stom he! Misschien kan ik die vanavond ff ophalen. Die kan ik nu idd wel gebruiken!	63472217	0
20291690227	vanavond	2010-08-04 09:21:00	@marlies92 hoor net van me broertje dat vanavond waarschijnlijk niet eens door gaat.	133718619	1
20291716165	vanavond	2010-08-04 09:22:00	@remonvdh vanwaar dat geslijm... ga je vanavond echt niet belachelijk maken hoor met je @Ajakus	69035978	1
20291723188	vanavond	2010-08-04 09:22:00	Wat is er fijner dan te werken met dit weer? Niks, dacht ik ook! Vanavond (weer) naar the birthdaygirl (:	52528264	1
20291734325	vanavond	2010-08-04 09:22:00	Werken... het hoort erbij!! Vanavond ff drankje doen in de stad.. nog 2 weken dan turkije!	58917213	0
20291751737	vanavond	2010-08-04 09:23:00	RT: Sjonensjeffrie Vanavond ons 3e Familie Meezingspektakel in Walibi!Ook Mike & Colin @mike_colin treden vanavond op om 22.15 uur!	47325540	0
20291759766	vanavond	2010-08-04 09:23:00	@newwr Dat is geen winnaarsmentaliteit jongeman! Gewoon 0-2 winnen vanavond.	41455562	1
20291760670	vanavond	2010-08-04 09:23:00	Hebben jullie zin in vanavond om @Gvanderwiel weer in actie te zien?	170329365	1
20291764639	vanavond	2010-08-04 09:23:00	@Moniquevdr hihihi idd ik had alleen het laatste kwartier regen : ( nu lekkere warme douche : ) jij nog maastricht vanavond?	87663643	1
20291779670	vanavond	2010-08-04 09:23:00	Werken!! Het hoort erbij!! Vanavond ff drankje doen in de stad! :)	58917213	0
20291786417	vanavond	2010-08-04 09:24:00	Vandaag niet veel doen. Misschien vanavond even vissen.	56163283	1
20291791388	vanavond	2010-08-04 09:24:00	Wat een onvoorstelbaar heerlijk weer, de ideale voorbereiding op PAOK vanavond. Aan een zwembad @ Urbanizacion las Ramblas, Espana!	18161857	1
20291795003	vanavond	2010-08-04 09:24:00	Langzaam komt iedereen weer terug hobbelen van vakantie, vanavond eten in Amsterdam met Marco en Joris, mede-partners #genoegtebespreken	42261517	0
20291799714	vanavond	2010-08-04 09:24:00	@Kimbolitus Ik kom net me nest uit maar moet vanavond uitserveren en achter de bar staan...maar wacht, dat is leuk!!	119906660	0
20291811213	vanavond	2010-08-04 09:24:00	@chelloeee Jaa ben aan het werk. Moet nu 3kwartier op de bus wachten jeej. Tot vanavond!	105510304	1
20291835256	vanavond	2010-08-04 09:25:00	@SamanthaB1984 Druk dagje zie ik. Succes en heel erg veel plezier vanavond! Xx	30012988	1
20291836805	vanavond	2010-08-04 09:25:00	Drukke dag vandaag....ben blij als ik vanavond even een stukje kan hardlopen #zucht	26212806	0
20291861420	vanavond	2010-08-04 09:25:00	Vanavond kun je me vinden hangende met m'n matties in de regen bij de botsauto's met een blikje bullit in m'n hand. #KermisBeverwijk	19111691	0
20291867010	vanavond	2010-08-04 09:26:00	@_LadyJane Nou nu niet, maar vanavond wel. M'n telefoon is stuk dus ik ben ook een totale kluizenaar nu. :(	49307227	1
20291880072	vanavond	2010-08-04 09:26:00	@mighty00mike Haha best wel hoor.. Als ik vanavond helemaal brak thuis kom wordt er heerlijk voor me gezorgt.. :)	27245910	1
20291895506	vanavond	2010-08-04 09:26:00	@SophiaVerhees I wanna go too!! ik denk eigenlijk niet dat ik vanavond nog kom. Ik begin ziek te worden :( en wil niet ziek zijn op vakantie	127080885	1
20291903295	vanavond	2010-08-04 09:26:00	@mennopot dank, ik heb je tweets maandag dan  gemist.. Maar top! Wat is jou verwachting voor vanavond?gaan we het halen? En dit seizoen?	18716297	1
20291914612	vanavond	2010-08-04 09:27:00	@gertn hihihi, nee, maar we moeten nog wel een kleur shirt afspraken, vanavond meer mail ;) #RRfeest	23967016	0
20291924583	vanavond	2010-08-04 09:27:00	Vanavond naar de frituur. Is ons ding om de vakantie daar te beginnen en eindigen..	31414121	0
20291927610	vanavond	2010-08-04 09:27:00	over een half uurtje werken bij komma, vanavond koffer inpakken, @julieheijnen, ben jij al begonnen??	140179257	0
20291928797	vanavond	2010-08-04 09:27:00	Vanavond #homecooking 5 gangen voor 12 personen met alles erop en eraan in #Amsterdam.	132833407	1
20291939234	vanavond	2010-08-04 09:27:00	Vanavond weer een training sessie van de La Familia selecrie van 20:00 tot 21:30 Hoop dat we toch een keer het veld op mogen !	173627801	1
20291971509	vanavond	2010-08-04 09:28:00	De tijd kan niet snel genoeg gaan vandaag...vanavond is mijn lieve vriendje weer thuis!! jippie! :)	146091183	1
20291974123	vanavond	2010-08-04 09:28:00	@xdatenemeisje  nope? Ik heb hierecht geen bereik zowat. Bel je ander vanavond wel ff	136652982	1
20291976857	vanavond	2010-08-04 09:28:00	RT @HernsJones: Mensen ben vanavond een verslag van me 1ste wedstrijden eb hoeveel ik en @JamalEH hebben gelaait • Jah cker mensen..	112834240	1
20291977676	vanavond	2010-08-04 09:28:00	Kut ik heb nu dus een probleem als ik zo wegga  kan ik het huis pas vanavond weer in haha	56121670	0
20291995437	vanavond	2010-08-04 09:29:00	Mijn broer is net terug van 2 weken zweefvliegkamp en vertrekt vanavond voor 2weken Italië xD	27608608	0
20292009592	vanavond	2010-08-04 09:29:00	Weer.nl is duidelijk, dat wordt vandaag niet skeeleren, dan maar de sportschool in vanavond.	25847644	1
20292016723	vanavond	2010-08-04 09:29:00	@EllenDainDex Ik heb eigenlijk ook helemaal geen tijd om met inspiratie bezig te zijn!#boek En vanavond de puf er niet meer voor! #zeurtweet	60392999	1
20292017983	vanavond	2010-08-04 09:29:00	Word vast weer n saaaie dag met dit weer, vanavond werken pff ..	102106994	0
20292030007	vanavond	2010-08-04 09:29:00	Vanavond het tweede deel van de ledenvergadering op de chat: irc.rsrclan.com #rsr http://bit.ly/9cqxus ~ Elanthiel	158464001	1
20292044275	vanavond	2010-08-04 09:30:00	PAOK Saloniki - Ajax wordt vanavond uitgezonden op nederland3. om 20.25 begint de voorbeschouwing en om 20.45 de wedstrijd :)	170329365	1
20292052763	vanavond	2010-08-04 09:30:00	@HemelLies Je bent te vroeg! Haha! Kom eraan, nog ff mn eten voor vanavond pakken:-)	109850123	0
20292066489	vanavond	2010-08-04 09:30:00	Vanavond een hapje eten in het proeflokaal en daarna spelen met Henk en zijn ledenadministratie...	156939927	0
20292067728	vanavond	2010-08-04 09:30:00	Nee ik lust nu eerst mn bed. Gelukkig heb k vanavond n halve dienst. Kheb geen kracht these days..	72335956	1
20292084954	vanavond	2010-08-04 09:31:00	Vanavond Shawnee en Darren weer hier....na 30 dagen!...volgens hun moeder is dat 3 weken.	165790724	1
20292114606	vanavond	2010-08-04 09:31:00	@janemelody ik moet vanavond naar Bolsward. Dat is al gevaarlijk genoeg want daar hebben ze een zendeling vermoord. en naaien kan ik nie	21883859	0
20292125768	vanavond	2010-08-04 09:32:00	Vanavond weer eens een wedstrijdje (7 rondjes om de kerk), vandaag dus erg rustig werken, lekker met de benen op tafel :-)	106710147	0
20292126879	vanavond	2010-08-04 09:32:00	En ik ben aan de beurt! Tot vanavond allemaal! #laseren	59403260	1
20292134325	vanavond	2010-08-04 09:32:00	dadelijk de hondjes uitlaten, de rest van de middag lekker niks doen en vanavond naar kenneth	51712789	0
20292140715	vanavond	2010-08-04 09:32:00	Sportschool is tot 23;00 open dus ik pak um vanavond wan dit weer is geeen doen !	112137775	1
20292143572	vanavond	2010-08-04 09:32:00	RT @jaxx1984: @JeroenSkip. Skate vanavond?? Gezellig joh! Xx / als de kans op regen klein is is de kans groot dat ik er ben!	71754976	1
20292153393	vanavond	2010-08-04 09:32:00	Vanmiddag met mama naar juwelier en vanavond met Tessa afspreken.	174596863	0
20292154990	vanavond	2010-08-04 09:32:00	Inception vanavond :D? Of toch een karate kid?	140219348	1
20292160607	vanavond	2010-08-04 09:33:00	Compleet vergeten: vanavond de Ridderronde! Het Vrijthof staat reeds vól wielerpoespas. Met ware doodsverachting rijden ze over de kasseien!	157647707	1
20292176823	vanavond	2010-08-04 09:33:00	gaat vanavond naar de Lokerse feesten, wie gaat er nog allemaal?	19225435	0
20292177306	vanavond	2010-08-04 09:33:00	gaat vanavond naar de Lokerse feesten, wie gaat er nog allemaal? http://ff.im/oH1AT	19225435	0
20292189540	vanavond	2010-08-04 09:33:00	Eigenlijk heb ik nog best wel veel te doen deze vakantie, dus vanavond maar eens niet naar het terras.	174185262	0
20292199817	vanavond	2010-08-04 09:34:00	Het zonnetje moet gaan schijnen, want ik wil vanavond tennissen.	38427101	0
20292213492	vanavond	2010-08-04 09:34:00	Vanmiddag volgens mij en t komt vanavond weer :( RT @xLinnnde: RT @xvenice: Gaat die regen nog stoppen vandaag of wat?	88933639	1
20292214555	vanavond	2010-08-04 09:34:00	Ik besef me nu pas dat ik gewoon een hele dag vrij ben! Nu en vanavond ook! Wat een luxe	88402127	0
20292214867	vanavond	2010-08-04 09:34:00	@LauraVink @Dutchfoto zal vanavond jullie inzendingen, fotos ed weer gaan bekijken, ook blij dat je er weer bent Laura! Thanx voor de compl.	92058812	1
20292232351	vanavond	2010-08-04 09:34:00	Vanavond voor de tweede keer Alice in Chains live zien. Dit keer in Eindhoven. Zin is een te klein woord	93711115	1
20292233928	vanavond	2010-08-04 09:34:00	Bed staat whoeehoe! Wat zal ik vanavond lekker slapen :-)	121761627	0
20292291784	vanavond	2010-08-04 09:36:00	De Champagne staat vanavond koud bij de penningmeester van FC Twente. Bij een verlies van Ajax krijgt Twente 3 miljoen extra.	19123536	1
20292310479	vanavond	2010-08-04 09:36:00	@diggie3 vanavond gaat het je zowieso niet lukken :-)	43292951	1
20292317687	vanavond	2010-08-04 09:36:00	loopt mee met de Red Star Run en hoopt dat de Derny's haar vanavond niet overrijden... http://fb.me/yeYnH1CA	52012026	1
20292331268	vanavond	2010-08-04 09:37:00	treden vanavond op van 18:00 tot 19:00 bij @DeWatersport in Woudsend. #voorbereidenvoordesneekweek	72390956	0
20292342758	vanavond	2010-08-04 09:37:00	Thuis nog heel wat doen, nog even door de regen inkopen doen en dan maar eens even het Zweedse land opzoeken vanavond.	35202520	0
20292354244	vanavond	2010-08-04 09:37:00	RT @francisca1808: @nnicolex jaa k werk vanavond vanaf 5 uur tot 9 uur // oke oke misschien zie ik je dan nog!	66091723	1
20292361074	vanavond	2010-08-04 09:38:00	gaat vanavond nog eens bij de mama eten. Wat mis ik haar warme vleugels soms... #kleinemeisjeswordengroot	132141378	0
20292361471	vanavond	2010-08-04 09:38:00	De oranje vlaggetjes hangen al, vet veel zin in vanavond, koningin ophalen! &  Mn zuss over 13 uurtjes terug is uit Turkije, eindelijk!	155938144	1
20292363314	vanavond	2010-08-04 09:38:00	Het weer werkt niet mee vandaag.. We willen vanavond Wednesday Night Skaten ey!	111109924	0
20292374831	vanavond	2010-08-04 09:38:00	gaat vanmiddag niet naar het formatiedebat kijken. Samenvatting vanavond lijkt me voldoende.	5588202	0
20292378610	vanavond	2010-08-04 09:38:00	Met me nichtje film kijke ze heb lekker hier geslapen vanavond blijft ze weer lekker slape mijn kleine boef is net in slaap gevalle gister	99364735	0
20292381452	vanavond	2010-08-04 09:38:00	Strakjes sushi eten met @Jordip50 en vanavond Into The Wild kijken met @fennasevriens, dat wordt gezellig! #nietwerkenisookleuk	25838751	1
20292386885	vanavond	2010-08-04 09:38:00	@KoiQuest spreek je daar kerel!  En je mailtje.....zal vanavond wel even netjes antwoorden :D	52336375	1
20292399133	vanavond	2010-08-04 09:38:00	Vanavond met moeders naar Life of Agony en Papa Roach. yes heb er zin in.	154103182	1
20292415346	vanavond	2010-08-04 09:39:00	@Hannechien Veel plezier bij Suzanne vanavond :-) Ik kan er niet bij zijn, anders was ik wel even ingehaakt!	15438365	1
20292426892	vanavond	2010-08-04 09:39:00	Wat een sombere dag zeg! Waar is dat mooie zonnetje gebleven? Vanavond lekker uiteten met paps en mams..... Ik heb er zin in!	140804232	0
20292442449	vanavond	2010-08-04 09:40:00	Interview voor RTL Boulevard wordt nu opgenomen! Vanavond kijken dus 18:35 RTL4 #RWnl	54487683	1
20292457173	vanavond	2010-08-04 09:40:00	@guidokok @NielsPerik waar theedrinken al niet toe kan leiden ;-) Vanavond met bier bedrijfsontwikkeling bespreken?	31086806	1
20292476939	vanavond	2010-08-04 09:40:00	Wij gefixt, hoppa!! RT @DiningCityRW: Interview voor RTL Boulevard wordt nu opgenomen! Vanavond kijken dus 18:35 RTL4 #RWnl	119361006	1
20292499137	vanavond	2010-08-04 09:41:00	Vergeet vanavond niet te luisteren naar het radiospektakel, vanaf 19 uur op www.lonradio.nl	56114400	1
20292511841	vanavond	2010-08-04 09:41:00	Vanavond in Nijmegen! Nu nog even lekker aan de slag met de Startersdag! via @SiemvanBruggen	47965382	0
20292513028	vanavond	2010-08-04 09:41:00	@IbbelDibbel kort maar krachtig :) dus vanavond weer met de kippen op stok! nu hard an de slag	166585088	0
20292517591	vanavond	2010-08-04 09:41:00	Vanavond voor 3e keer naar karate kid hahahhahah me nichtje wou er zo graag heen	58717529	1
20292518740	vanavond	2010-08-04 09:41:00	@BuienRadarNL: blijft het vanavond droog in Maastricht? Ridder-pilsje zit er niet in #Ridderronde http://bit.ly/apfTJi ander biertje wel! :D	153418421	1
20292565869	vanavond	2010-08-04 09:43:00	niks doen vanavond verjaardag oom en nu met mn nichtjes!!	168115549	0
20292575323	vanavond	2010-08-04 09:43:00	@mauritsharmsen geen idee nog. ga vanavond alles maar es goed bekijken...	50081567	0
20292580637	vanavond	2010-08-04 09:43:00	@Widink Vanavond potje voetbal kijken, en hopen op winst voor Ajax! Wij willen Champions League spelen.....	54507906	1
20292597400	vanavond	2010-08-04 09:43:00	Me koffertje inpakken dan naar de kapper en vanavond wednesdaynightskate als t door gaat! http://myloc.me/a6N6w	52037703	1
20292612840	vanavond	2010-08-04 09:44:00	@Dodge1971 Nou je, ieder z'n ding! Maar ze gaan vanavond allemaal logeren, ik ga morgen met mijn vriend een dagje mee op de vrachtwagen1	118091411	0
20292614946	vanavond	2010-08-04 09:44:00	@Anoukkeijl Dankjewel! Ik follow wel even  ;D. Ga jij ook kijken vanavond?	95047991	1
20292616618	vanavond	2010-08-04 09:44:00	Lekker door mijn to do lijst aan het knallen... Meeting voor vanavond voorbereid (Wordpress uitleg) en nu schetsen voor project van Cupella.	106370015	1
20292618350	vanavond	2010-08-04 09:44:00	Net wakker. Vanacht weer na 2 uur gaan slapen. Al 3de x ofzo. Vanavond wat eerder	56060415	0
20292618904	vanavond	2010-08-04 09:44:00	Lieve moeder natuur,wilt u het Alstublieft laten ophouden met regenen,zodat ik vanavond alle visite lekker in de tuin kan gooien??	126066262	1
20292623259	vanavond	2010-08-04 09:44:00	@PolkaV of je me vanavond met de scooter ophaalt? Gister aangehouden man. Moest op rollerbank alles. Scoot afgepakt kill ben faya. #torries	19111691	1
20292631810	vanavond	2010-08-04 09:44:00	@djricos meneer roog staat er ook op, ik ga vnvnd ook eens ff kijken want altijd leuk om ff aan te zetten tijdens een feestje ofzo :)	29980515	0
20292642996	vanavond	2010-08-04 09:44:00	Zo lekker lunchen bij nicole en vanavond gezellig naar de bios	49568491	0
20292653654	vanavond	2010-08-04 09:45:00	@JacoFok ik heb net begrepen dat we naar K-TV gaan vanavond.... #karaoke #uitvolleborstzingen	18338644	1
20292697521	vanavond	2010-08-04 09:45:00	Zo hardlopen met Odette en dan Vanavond weer Met Michel ging gisteren vet goed  dus opvoeren die handel!  @ home sweet home	141292529	0
20292705864	vanavond	2010-08-04 09:46:00	@AnnikaVos Beter: wat wil je vanavond eten? Of wil je überhaupt op me wachten met eten? Zo niet, wat wil je dan snacken?	3053101	1
20292721999	vanavond	2010-08-04 09:46:00	Ik ga maar even aan @chantalderijke vragen of we nog vanavond karate kid gaan	119361735	0
20292725235	vanavond	2010-08-04 09:46:00	straks voor de verandering maar weer aan het werk (tot 5, vanavond vrij, woehoeeeee)	136065013	1
20292730022	vanavond	2010-08-04 09:46:00	Vanavond is het weer tijd voor de H&M (Hans en Mario) sessie @cafepopeye! Heb je vorige week een verzoekje ingeleverd? Kom lekker luisteren!	23928417	1
20292733952	vanavond	2010-08-04 09:46:00	De geplande mini-playbackshow vanavond op het strand bij de Zwaardvis in Wijk aan Zee gaat niet door ivm het weer. Jammer!	65976695	1
20292767751	vanavond	2010-08-04 09:47:00	Laatste middag op kantoor van DSM China in Shanghai. Vanavond nog 1xtje met zijn allen op pad en jawel we gaan naar de K-TV oftewel KARAOKE	18338644	0
20292772937	vanavond	2010-08-04 09:47:00	Straks weer naar Amsterdam en ik ben naar moe. Vanavond wel weer bij @rawrDennis :D	52491234	0
20292773515	vanavond	2010-08-04 09:47:00	Vanavond meidenavondje bij mij thuis! =)	75766040	1
20292811067	vanavond	2010-08-04 09:48:00	Das disciminatie! ;-) RT @Marijkekluft: Vanavond meidenavondje bij mij thuis! =)	18796563	1
20292811553	vanavond	2010-08-04 09:48:00	Vanavond #paok - #ajax, zal het vanavond wel lukken om te scoren, of is het seizoen na vanavond al over! Ligt aan mannen als @Gvanderwiel	152941363	1
20292818321	vanavond	2010-08-04 09:48:00	Ik ga vanavond nacho's eten, hmm zin in! Iemand tips voor lekkere gehaktkruiden? En wat voor rode saus erbij? #durftevragen	130547058	0
20292823459	vanavond	2010-08-04 09:48:00	Nu voor t laatst in bad thuis vanavond vlieg ik naar portugal! #hopelijkwerktmeinternetdaar	75819505	0
20292825963	vanavond	2010-08-04 09:48:00	Ik zie weinig beren meer op de weg. Dat bod gaat er vanavond wel komen, verwacht ik.	92555125	1
20292840014	vanavond	2010-08-04 09:49:00	Das discriminatie! ;-)  RT @Marijkekluft: Vanavond meidenavondje bij mij thuis! =)	18796563	1
20292849240	vanavond	2010-08-04 09:49:00	@Edwardbutteling mijn schoonmoeder is jarig, du vanavond waarschijnlijk wokken in het wapen van rosmalen :)	32382434	1
20292852060	vanavond	2010-08-04 09:49:00	Net klaar met ontbijten. Vanmiddag niet teveel doen en vanavond weer naar de schuur. Daarna mischien strand?	139871410	1
20292853549	vanavond	2010-08-04 09:49:00	@xshaaronnn ej sharon, kom je vanavond bij mij film kijken ik heb 1 goede horror film!	127468796	1
20292866427	vanavond	2010-08-04 09:49:00	Vanavond met opa naar huis	153545119	0
20292901975	vanavond	2010-08-04 09:50:00	@Veracrompvoets ja gezellig en zeer emotioneel :'( haha goed gescoord! ik ga vanavond ook op weg naar schiphol! hoe was je vakantie?	24186636	1
20292914272	vanavond	2010-08-04 09:50:00	me moeder heeft briefje achtergelaten waarop staat dat ze vanavond weg gaat en dat k  op moet passen.. wtf ik heb ook plannen hoor ?!	104504651	1
20292916890	vanavond	2010-08-04 09:50:00	@ThomasH88 Lekker hardloopweertje vandaag! Dat A'damse bos zal vanavond zompig aanvoelen onder onze afgetrainde benen..	17677240	0
20292921949	vanavond	2010-08-04 09:51:00	RT @Capo023: @larsk01 Yessur hij slaapt altijd tot 2uur ofzo alsie op msn ofzo/om 2 uur ben ik weer werken.. Maar ik holla hem vanavond	57924998	1
20292924475	vanavond	2010-08-04 09:51:00	Moest maar eens een mannenavondje bij mij organiseren dan... RT @Marijkekluft: Vanavond meidenavondje bij mij thuis! =)	40871942	0
20292925879	vanavond	2010-08-04 09:51:00	Bij Diego's bar, vrijdag naar huis toe, vanmiddag waterfietsen. lekker trampoline springen en vanavond naar cocktail bar!	132578945	0
20292952044	vanavond	2010-08-04 09:51:00	maar nu ga ik effe #twexit, anders loop ik vanavond nog steeds in mijn nachtpon en met een hongerige buik rond!	126631107	0
20292960364	vanavond	2010-08-04 09:51:00	Ik kan me niet voorstellen dat we vanavond in de problemen komen.. Je bent gewoon 4 klassen beter en die kansen vliegen er nu echt wel in!!	96136528	0
20292969343	vanavond	2010-08-04 09:52:00	Vanavond mogen de apen weer is lachen ....kom ik met m'n gezin ff langs. #blijinblijdorp	162629525	0
20292977474	vanavond	2010-08-04 09:52:00	Vanavond naar Renesse! Helaas eerst nog even werken vanmiddag..	132896104	0
20292979510	vanavond	2010-08-04 09:52:00	@Zunne kijk vanmiddag even na, zit vanavond met @kriene en @rickwildeman om 20:30 bij de Beiaard, kan hem meegeven?	51063864	0
20292987945	vanavond	2010-08-04 09:52:00	RT @EwoutKlok: Vanavond heerlijk gegeten bij mien zussie op De Schildhoeve. Met heerlijk tikkende regen op de partytent!	47064214	0
20292990202	vanavond	2010-08-04 09:52:00	Ik ga wel een moorkop murderen bij de Hema vanavond. En neem er ook 1tje voor @Supaaafly17 en @boutieee mee (a)	48029269	1
20292996791	vanavond	2010-08-04 09:52:00	Chagrijnig K weer vandaag. Ik ga toch maar de open haard aansteken vanavond. Of zal ik de AGA ook aandoen?	66961703	1
20292999916	vanavond	2010-08-04 09:52:00	RT @MarcAmerica: Wie gaat vanavond allemaal naar Maastricht, Ridderronde? #durftevragen	87294512	1
20293009800	vanavond	2010-08-04 09:53:00	Ajax wacht 'De Hel van Thessaloniki': Ajax neemt het vanavond in de derde voorronde van de Champions League op teg... http://bit.ly/d9yFiv	60853564	1
20293030188	vanavond	2010-08-04 09:53:00	Yes! De Iphone4 en m'n Nikes zijn binnen! Dag kan nu al niet meer stuk! Vanavond Freak Strano en Jay Christian over de vloer, gezelligheid!	19645250	1
20293035611	vanavond	2010-08-04 09:53:00	Krijg zo visite waar ik vanavond voor kook.	116544855	0
20293037511	vanavond	2010-08-04 09:53:00	Zo melissa hier, papa word 4 uur opgenomen! Vanavond naar papa toe!	125096576	0
20293058914	vanavond	2010-08-04 09:54:00	Als het vanavond nou niet regent ga ik joggen	123618944	1
20293065516	vanavond	2010-08-04 09:54:00	@JuRvanRuiten Hier is het nog droog.... hoop dat het vanavond ook weer droog is volgens WeatherPro tenminste wel ;-) #enjoy	14651946	1
20293072714	vanavond	2010-08-04 09:54:00	@pievdb haha! Ja, ik moet nog antwoorden op uw mail! ;-) ik probeer vanavond! :D	6439502	1
20293082971	vanavond	2010-08-04 09:54:00	Wat een hondenweer. Dan eet ik wel pasta vanavond wat daar heb ik nog spullen voor in huis.	39221393	0
20293121201	vanavond	2010-08-04 09:55:00	Zo, douchen vanavond kan van mijn lijstje. Heerlijk om in 1x twee dingen van t lijstje te strepen. Naar de stad en douchen, check	47654938	0
20293121916	vanavond	2010-08-04 09:55:00	Nu bij jasmijn:) vanmiddag tas inpakken, vanavond Ons Aller Ajax kijken!	106428790	0
20293152452	vanavond	2010-08-04 09:56:00	Vnvnd gezellig avondje met vriendinnetje @Jant11. Hoop dat ze wel #paoaja met mij wil kijken, ondanks dat ze PSV'er is...	14300696	1
20293176589	vanavond	2010-08-04 09:57:00	@TheEmptiness Ik zal er vanavond eens een kijkje wagen	19398376	1
20293186742	vanavond	2010-08-04 09:57:00	Vanavond ajax kijken bij mij. Moet alleen nog effe bier halen zoals jullie zien  http://twitgoo.com/1g0ykg	174181021	1
